"Africa is so strong that once she puts a stamp on you 400 years of cold weather <???> your hair shall not disguise you. As a matter of fact, she's so strong that no matter what chemicals you put in your in hair she will come back and snatch it up. [crowd laughs]","Toure, Kwame","Unknown"
"Africans in America try to identify totally with their master in every respect. They're the only ones who cannot do it but they're the ones who go through all extremes to do it. [laughs] They cannot be disguised but they will attempt to disguise themselves. [laughs]","Toure, Kwame","Unknown"
"(After) decades of your pain. This will seem like a memory of heaven.","Hellraiser III: Hell on Earth","Unknown"
"After hours, that was cool.","Pryor, Richard","Unknown"
"After that Ezra made many visits to the graveyard bringing home bodies or parts of bodies to keep his mother and himself company. He was a ghoul, a necromaniac, a defiler of the dead. But he had not yet turned his sickness on a living victim. It was only a matter of time until he did.","Deranged","Unknown"
"After this, there is no turning back.","Matrix, The","Unknown"
"After tonight's job we'll be on easy street","Twilight Zone, The","Unknown"
"Again and again and again. I believe the technical term is serial killer.","Harvester","Unknown"
"...against oppression...","Farrakhan, Louis","Unknown"
"A generation of permanent cripples... failed seekers... who never understood the essential old-mystic fallacy of the acid culture: the desperate assumption that somebody... or at least some force... is tending the light at the end of the tunnel.","Fear and Loathing in Las Vegas","Unknown"
"Aggression is defeated, the war is over.","Bush, George","Unknown"
"A ghastly plume of smoke that rose from her head","Atomic Cafe, The","Unknown"
"A godess sent from heaven!","Twin Peaks","Unknown"
"A golden land of opportunity and adventure.","Blade Runner","Unknown"
"A-Ha!","Lovelorn Leghorn","Unknown"
"A handful of people on a rickety boat are gonna save the world?","Mortal Kombat","Unknown"
"A hello, how ya doing, that would have been really nice before you got off into all this political shit","Dead Presidents","Unknown"
"Ahhhh!","South Park","Unknown"
"Ahhh, what's in the box.","Seven","Unknown"
"Ahh, it burns!","Exorcist, The","Unknown"
"Ahh, some of the finest erections in Europe. If I were truly plastered, could I do this?","My Favorite Year","Unknown"
"Ah listen, I'm not gonna' sit in Congress and pass a law that let's the government point a camera and a microphone at anything they damn well please.","Enemy of the State","Unknown"
"Ah, much better.","Duke Nukem 3D","Unknown"
"Ah, the suffering. The sweet suffering.","Hellbound: Hellraiser II","Unknown"
"Ah, we enjoyed it; we just wanted to share somethin' with you.","NASA","Unknown"
"Ah, we hit it!","Murray, Les","Unknown"
"Ah, we see the earth now...","NASA","Unknown"
"Ah you a blade runner","Blade Runner","Unknown"
"Ain't nobody talking when I'm talking fellas, so shut the fuck up.","American Me","Unknown"
"Aint nobody talking while I'm talking fellas so shut the fuck up. The following items get placed in the envelope as I call them off. An empty wallet, legal paperwork. The first three out of the tank. Open your mouth, stick out your tongue, do your ears one at a time, bend your heads over shake them out with your fingers. Hand above your head, hands out in front of you. Look down and lift up your nut sack, drop you nut sack and skin back your dick. Turn around, one foot at a time, wiggle your toes. Now the other foot. Bend over grap your ass, spred your cheeks and give me two good coughs...","American Me","Unknown"
"Air attacks","Bush, George","Unknown"
"A journey which along the way will bring to you new color, new dimension, new value.","Journey Into Stereo Sound, A","Unknown"
"Akira","Akira","Unknown"
"[alarm siren]","2010: Odyssey Two","Unknown"
"A Last Time For Everything,","Aeon Flux","Unknown"
"Alert! Intruder!","Star Trek: The Motion Picture","Unknown"
"A little confused by modern technology, eh, Br'er Lapin?","Maxx, The","Unknown"
"Alive, it's alive, it's alive!","Young Frankenstein","Unknown"
"Alive, it's alive, it's alive.","Young Frankenstein","Unknown"
"Al-ka Selt-zer!","Alka-Seltzer","Unknown"
"All diese Momente werden verloren sein in der Zeit","Blade Runner","Unknown"
"Alle sieben Sekunden stirbt ein deutscher Soldat. Stalingrad: Massengrab!","Hunde, wollt ihr ewig leben?","Unknown"
"Alles was drin ist!","Boot, Das","Unknown"
"Allez! Allez!","Alphaville","Unknown"
"All good people are asleep and dreaming","Outer Limits, The","Unknown"
"All Hell be to thee, ones of the mighty North! You are lords within the realm of the <???> one... shining bright, and swift as a stag! Join the children of the aryan rod!","Occult Experience, The","Unknown"
"...all hits LG 73...","CKLG 730","Unknown"
"All I can tell you mister... Is watch out. Seen the TV-cameras yet? He keep watching you, friend. I guarantee that.","Halloween III: Season of the Witch","Unknown"
"All I have in this world","Scarface","Unknown"
"'All is ready... Bring the girl. [footsteps, door closes] Look at me... Look at me, I command you! The empty chalice... empty... zero... no thought.. no will... waiting on you, my Lord Choronzon... empty... empty... empty.. Look at the glass... Look... Look... Gaze into its depths... Deeper... What do you see?' 'It's there.' 'Something is there... Zazas... Zazas... Nasatanada Zazas...' [music swell, woman begins to sob. Woman screaming, sound of head being beaten against a wall]","Hammer House of Horror","Unknown"
"All I want to do is save the children... not destroy them","Innocents, The","Unknown"
"All other revolutions in history have been bloody. The Russian revolution was bloody. The Chinese revolution was bloody. The French revolution was bloody. The Cuban revolution was bloody. Revolutions historically are always bloody. Now America is in a unique position to involve herself in a bloodless revolution by giving the 22 million Afro-Americans the ballot. And if they don't give the 22 million Afro-Americans the ballot and make possible a bloodless revolution then they are going to force the Afro- Americans to use a ...","Malcolm X","Unknown"
"Allow me to introduce myself. My name is...","Looney Tunes & Merrie Melodies","Unknown"
"All programs have a desire to be used","Tron","Unknown"
"All right, listen to me. You pull up right where she is, right? You go get out of the car and you lock both doors...","Bronx Tale, A","Unknown"
"All right.","Mortal Kombat","Unknown"
"All right! That's it! Get her out of there, that's enough!","Amityville 3-D","Unknown"
"All still go on the Apollo Mission... flight to land six men on the moon","NASA","Unknown"
"All systems are go!","NASA","Unknown"
"All systems must stand by.","Dark Star","Unknown"
"All the animals come out at night. Queens, fairies, dopers, junkies, sick venal. Some day a real rain will come and wash all the scum off the streets.","Taxi Driver","Unknown"
"All the dehumanizing Proteus madness","Demon Seed","Unknown"
"All the images of horror, the demons of your mind cloud in on you to destroy you.","Daughter of Horror","Unknown"
"All the people on this Earth are truly one.","NASA","Unknown"
"All the second stage tanks now <pressurised???>","NASA","Unknown"
"All these feelings that get in way of human judgement, that confuse the hell out of us, that makes us second guess ourselves -- well, we need them to help us fill in the missing pieces, because we almost never have all the facts.","Star Trek: The Next Generation","Unknown"
"All these memories have been fabricated, to teach you about the Strangers. Give you a lifetime of knowledge in a single syringe.","Dark City","Unknown"
"All the way to the bottom, Maggie! You made it! [scream]","Ironside","Unknown"
"All this talk isn't going to help, when is someone going to do something","Red Menace","Unknown"
"All those animal impulses that you hide...","Leary, Timothy","Unknown"
"All those horrible slimy things trying to get back in","In the Mouth of Madness","Unknown"
"All those moments will be lost in time","Blade Runner","Unknown"
"All those moments will be lost... in time... like tears... in rain.","Blade Runner","Unknown"
"All those moments will be lost in time like tears in the rain.","Blade Runner","Unknown"
"All those moments will be lost in time... like tears in the rain.","Blade Runner","Unknown"
"All those moments will be lost, like tears in the rain...","Blade Runner","Unknown"
"All those words, idiotic words, evil words that hurt people. Isn't there enough trouble as it is? Why disturb people with that sort of filth?","Fahrenheit 451","Unknown"
"all turn","Reading Rainbow","Unknown"
"All we need to do is make sure we keep talking.","Hawking, Stephen","Unknown"
"All we represent to them, man, is somebody who needs a haircut","Easy Rider","Unknown"
"All your imperialist weapons and lies can't save you now. We're going down. We're going to crash!","Escape from New York","Unknown"
"All your life, your past, your rules of what can or cannot be. It all was part of one long dream from which you are about to awaken and discover the world as it really is!","Wizard of Gore, The","Unknown"
"Almost comical.","Murray, Les","Unknown"
"Almost never.","Dragnet","Unknown"
"Almost there...","Star Wars","Unknown"
"Alone in the sea of red.","Hotel Room","Unknown"
"A long time ago","Scarface","Unknown"
"A lot of activity continues here in <???>","Los Angeles Riots","Unknown"
"A lot of niggers ain't scared.","Pryor, Richard","Unknown"
"Alright, alright, alright everything!","I'll Cry Tomorrow","Unknown"
"Alright, alright.","Flintstones, The","Unknown"
"'Alright, doc. Garry and Clark, move over there away from the others. Norris, you and Childs shoot 'em up with morphine. Tie 'em down and watch 'em. Fuchs, you start workin' on a new test. I need Doc's help.' 'Yeah, you don't wanna drug me.' 'Mac, I'm not a prisoner.'","Thing, The","Unknown"
"'Alright, I'll take care of them part of the time, but there's somebody else that needs taking care of in Washington.' 'Who's that?' 'Rose Pilchek' 'Rose Pilchek? Who's that?' '36-24-36 [laugh track] does that answer your question?'","Gomer Pyle, U.S.M.C.","Unknown"
"'Alright, I'm gonna zap her again. Charge up the paddles... Come on, Let's go! Let's go!' 'Sorry doctor' 'Hold the compressions... Clear? .... StraightLine.'","Flatliners","Unknown"
"'Alright' I said and I walked down the street with my camera, with her staring after me. I felt guilty and upset. Upset even though I had done nothing really improper. It usually happened to me at least once a day. I turned, dropped to one knee, focused and photographed her. She waved her arms and screamed and I shot her again. The trouble with these people is that their cities have never been bombed and their mothers have never been told to shut up.","Bukowski, Charles","Unknown"
"Alright...Let's see what we can see.. Everybody online...looking good.","Aliens","Unknown"
"Alright listen up!","Aliens","Unknown"
"Alright...","NASA","Unknown"
"Alright, now look at me. I said look at me, don't turn your face away! I'm the looking glass you created to see yourself in!","I'll Cry Tomorrow","Unknown"
"Alright now you sons of bitches... you know how I feel.","Patton","Unknown"
"Alright, pussy lovers!","From Dusk Till Dawn","Unknown"
"Alright you are Go","NASA","Unknown"
"Alright, you frenchies, beat it","Twilight Zone: The Movie","Unknown"
"Alriiight!","Simpsons, The","Unknown"
"Als Hirte erlaube mir, zu dienen mein Vater Dir. Deine Macht reichst Du uns durch Deine Hand. Diese verbindet uns wie ein heiliges Band. Wir waten durch ein Meer von Blut, gib uns dafür Kraft und Mut. In nomine patris, et filii, et spiritu sancti.","Boondock Saints, The","Unknown"
"Als ich meiner Familie weggenommen wurde war ich neun Jahre alt. Man steckte mich in ein Heim fuer schwererziehbare Kinder. Ich dachte, ich haette schon genug gebuesst!","Flatliners","Unknown"
"Als man das Lied von der Freiheit sang","Lübke, Heinrich","Unknown"
"Als man mich verstieß ins Unbekannt, da warst du, schwarzes Tier, mein Vaterland.","Kinski, Klaus","Unknown"
"Als ob sie brennen würden","Heidi","Unknown"
"Also dann - ist es richtig.","Soylent Green","Unknown"
"Also, das allerschönste was Füsse tuen können, ist tanzen","Muppet Show","Unknown"
"Also the pastor said, 'Stop Preacher! The boy's trying to tell you something!","Griswold, Farrell","Unknown"
"Also the pastor said, 'Stop, preacher! The boy's trying to tell you something!' I-I said, 'I can't understand it!' He said, 'I'll interpret it!' He said, 'That boy is telling you he was born blind... But when you prayed that prayer, _in_the_name_of_Jesus_, the lights came on for the first time in twelve years, and now that blind boy can see.' I didn't know this! And the next night, you couldn't get near that stadium. I never saw such a crowd in my life - twenty-thousand people outside that couldn't get in - the government sent over workers - I could tell 'em because I saw the guns - that were in their - in in their - in in their coat pockets - I could see the bulging. And-and-and God even saved them and delivered them and set them free. This_is_what_America_needs! This is what Africa needs! This is what India needs! This - We are needed in the troubled spots in the world! We don't need more government intervention - we need a Holy Ghost Revival to let the world know that Jesus Christ is the same yesterday, today, and forever! It will bring life to a nation! I believe we're living in the hour when whole nations are going to come to Jesus Christ. Can you shout 'Amen' - I believe this with all of my heart! Hallelujah!","Griswold, Farrell","Unknown"
"Altitude 100 000.","NASA","Unknown"
"Altitude 200 feet.","NASA","Unknown"
"Altitude 40 000.","NASA","Unknown"
"Altitude now 21 000 feet. Still looking very good.","NASA","Unknown"
"Altitude still looking very good.","NASA","Unknown"
"Altitude thirteen five. Still looking very good.","NASA","Unknown"
"Alucarda, la hija de las tinieblas","Sisters of Satan","Unknown"
"Always remember: Others may hate me","Nixon, Richard M.","Unknown"
"A madhouse!","Planet of the Apes","Unknown"
"A man can change the world with a bullet in the right place.","If...","Unknown"
"A man can change the world with a bullet in the right place","If...","Unknown"
"'Amazing.' 'Wow.' 'Has it changed the way that you, uh, viewed math, were you a little uneasy about it, <???>?' 'Yeah, I was. I was never good at math.' 'What, what do you do?' 'I'm disabled.'","Mega Math System","Unknown"
"Amen!","Cosby, Bill","Unknown"
"Am Ende meines Lebens angekommen, möchte ich armer Sünder auf diesem Pergament Zeugnis ablegen.","Name of the Rose, The","Unknown"
"Amen.","Freejack","Unknown"
"'Amen.' 'Lord, hear my prayer'","Exorcist, The","Unknown"
"America.","Bush, George","Unknown"
"America has the most homicides...","Bush, George","Unknown"
"America is essentially a dream.","King Jr, Martin Luther","Unknown"
"America is still the greatest country on Earth!","Kennedy, John F.","Unknown"
"Americans have an important decision to make.","Jones, Alex","Unknown"
"Americans","Reign Of Fire","Unknown"
"American Top 40 has moved to a new time. I hope you'll join me this Saturday morning and every Saturday morning at two. Two? Fuck.","Kasem, Casey","Unknown"
"America's better off. People are going back to work","Bush, George","Unknown"
"America's first space shuttle.","NASA","Unknown"
"A message to terrorists everywhere. You can run .. but you can't hide","Reagan, Ronald","Unknown"
"Amok Time","Star Trek","Unknown"
"An adventure unlike anything on your planet","Star Wars","Unknown"
"An asteroid storm is approaching the ship on collision course.","Dark Star","Unknown"
"Ancient languages","Seventh Sign, The","Unknown"
"And after that, his ideas, methods, became... unsound... unsound.","Apocalypse Now","Unknown"
"...and anger, and hate.","Exorcist III, The","Unknown"
"And appeal directly to the medulla","Demon Seed","Unknown"
"And as long as those ingredients for the explosion, the ingredients remain, then you're going to have the potential for explosion on your hand.","Malcolm X","Unknown"
"...and a tendency to drink.","Magnolia","Unknown"
"...and a voice was screaming 'Holy Jesus, where are you god damn animals?'","Fear and Loathing in Las Vegas","Unknown"
"...and brutally bashed in her skill with a hammer.","Serial Killers","Unknown"
"And do you believe an angel, Thomas?","Prophecy, The","Unknown"
"And during the few moments that we have left","Malcolm X","Unknown"
"And everything once real seemed like pretend","Tromeo and Juliet","Unknown"
"And from now on bombs will be met by bombs.","Hitler, Adolf","Unknown"
"...and from the crew of Apollo 8, we close with goodnight, good luck, merry christmas and God bless all of you, all of you on this good Earth","NASA","Unknown"
"And fuck your brother!","Hoffa","Unknown"
"And God even saved them and delivered them and set them free.","Griswold, Farrell","Unknown"
"And God said, let there be light.","NASA","Unknown"
"... And God said: Let there be Light ...","NASA","Unknown"
"And God said...","NASA","Unknown"
"And God saw the light, that it was good.","NASA","Unknown"
"...and hate.","Exorcist III, The","Unknown"
"And he has promised to make me immortal.","Bram Stoker's Dracula","Unknown"
"...and Hell followed with him.","Tombstone","Unknown"
"'And he lost his brotherhood. That's the reason that thing fell off the bottom of that gun. He lost his swastika and he lost his brotherhood from lying. Cos he thought it was a big joke to stab somebody in the back that just took a life for him. If somebody's giving their life for you and they're going into the battlefield for you, you can't very well laugh at them when they come back. If a man's over in Vietnam and he's over there in the mud and the blood and he's fightin' and dyin' for you and then you come over and you spit in his face, what kinda fuckin' country could that be? You see what I'm sayin'? Does that make sense?' 'Yeah, yeah.' 'You know, so it's the same thing all the way down the line. All the way down the line that, uh, uh, people think it's slick to get over on somebody else because they're in a down position, and they find their strength by, by sacrificing their own lands. But they're not sacrificing the lands of their enemies. They're only sacrificing their own children. They're sacrificing their children for somebody else's children. My grandfather told me this. He didn't tell me exactly, but he told my grandmother and I know she'd never lied. She told me, he told my grandmother that he was standing on a, in World War I, he was standin' on a dead body. And he, and, and he seen the Bible in this guy's pocket and he reached down and he got the Bible out of this guy's pocket. And he opened up the Bible and there was the man's picture with his wife and his two, three children, ya dig? And he had a chain with a cross on it, and he looked at the Bible and he looked at the man's children and he looked at the cross and he looked down and he seen himself. He said, Wow man, what am I doing fighting my brother? I'm over here fighting my brother and I don't even know why I'm fighting this guy, ya dig? Why have we been fighting each other? Why are we divided? Why is our house all split up in little pieces? Why are we divided within ourself? We worship the same god, we have the same book with the same words. Different translations, but the same principles, same codes of honor. Why in the Hell are we fightin' each other? Why did my grandfather kill himself? He comes back and tells my grandmother, you know, I was fighting my brothers and I don't even know why. And they didn't know why. And you want me to tell you why?'","Manson, Charles","Unknown"
"And he said, all things must first wear terrifying and monstrous masks...","Doors, The","Unknown"
"...and he's as happy as Larry!","Murray, Les","Unknown"
"'<???> and he says in all his conversations with you, he never heard you express remorse - have you never felt it?' 'Remorse for what? You people have done everything in the world to me, doesn't that give me equal right? I can do anything I want to do and any time I want to, because thats what you've done to me! If you spit in my face, smack me in the mouth and throw me <???> for nothing, what do you think's gonna happen when i get outta here? Hmm. I wouldn't do anything I felt guilty about ..' 'So you dont feel guilty at all?' 'Theres no need to feel guilty, I havent <???> havent done enough <???> that for not doing enough, for not killing enough <???> maybe i should've killed four-five hundred people, then i would've felt bad. <???> if I wanna kill somebody <???>'","Relentless IV: Ashes to Ashes","Unknown"
"...and he's got it this time! Yes!","Murray, Les","Unknown"
"'And how is married life with the world's first artificial man?' '****ing marvellous","Skippy Awards, The","Unknown"
